attack,run,sample_id,source,label,prediction,score,text
loss,0,member_111,train,1,1,3.433635950088501,"In a preview of the TGS demo , Ryan Geddes of IGN was left excited as to where the game would go after completing the demo , along with enjoying the improved visuals over Valkyria Chronicles II . Kotaku 's Richard Eisenbeis was highly positive about the game , citing is story as a return to form after Valkyria Chronicles II and its gameplay being the best in the series . His main criticisms were its length and gameplay repetition , along with expressing regret that it would not be localized ."
loss,0,member_84,train,1,0,3.8534350395202637,"On Wheeler 's death , H.D. Sankalia of Deccan College , Pune , described him as "" well known among Old World archaeologists in the United States "" , particularly for his book Archaeology from the Earth and his studies of the Indus Valley Civilisation . In its 2013 obituary of the English archaeologist Mick Aston , British Archaeology magazine – the publication of the Council for British Archaeology – described Aston as "" the Mortimer Wheeler of our times "" because despite the strong differences between their personalities , both had done much to bring archaeology to the British public . However , writing in 2011 , Moshenska and Schadla @-@ Hall asserted that Wheeler 's reputation has not undergone significant revision among archaeologists , but that instead he had come to be remembered as "" a cartoonish and slightly eccentric figure "" whom they termed "" Naughty Morty "" . Carr described the Institute of Archaeology as "" one of the [ Wheeler ] couple 's most permanent memorials . """
loss,0,nonmember_55,test,0,0,5.171152591705322,A number of ironclads have been preserved or reconstructed as museum ships .
loss,0,member_30,train,1,0,4.960783004760742,""" Whither the `peace process ' ? "" , New Left Review , ( 1996 ) 218 , p . 138"
loss,0,member_62,train,1,0,3.6271228790283203,"Markgraf was present for the uneventful advance in the direction of Sunderland on 18 – 20 October . Unit training with the III Squadron followed from 21 October to 2 November . Two days later , the ship formally rejoined III Squadron . On the 5th , a pair of U @-@ boats grounded on the Danish coast . Light forces were sent to recover the vessels , and III Squadron , which was in the North Sea en route to Wilhelmshaven , was ordered to cover them . During the operation , the British submarine J1 torpedoed both Grosser Kurfürst and Kronprinz and caused moderate damage . For most of 1917 , Markgraf was occupied with guard duties in the North Sea , interrupted only by a refit period in January and periodic unit training in the Baltic ."
loss,0,nonmember_67,test,0,1,3.1253879070281982,"Several agencies issue Dvorak intensity numbers for tropical cyclones and their precursors . These include the National Hurricane Center 's Tropical Analysis and Forecast Branch ( TAFB ) , the National Oceanic and Atmospheric Administration 's Satellite Analysis Branch ( SAB ) , and the Joint Typhoon Warning Center at the Naval Pacific Meteorology and Oceanography Center in Pearl Harbor , Hawaii ."
loss,0,nonmember_73,test,0,1,2.9704267978668213,"Kershaw made his fifth straight opening day start in 2015 , the first Dodgers pitcher to do so since Hall of Famer Don Sutton started seven in a row from 1972 through 1978 . He recorded his 1,500th career strikeout on May 10 when he fanned Drew Stubbs of the Colorado Rockies . Kershaw picked up his 100th career win on May 15 against the Rockies . He became the 22nd pitcher in franchise history and the second youngest active pitcher to reach that mark . Kershaw won his sixth career NL player of the week award for the week of June 1 – 7 , 2015 , when he allowed only two runs on 10 baserunners in 15 innings while striking out 18 in two starts that week . Kershaw did not make the initial NL roster for the 2015 All @-@ Star Game , though he was included on the Final Vote ballot , which he lost to Cardinals pitcher Carlos Martinez . However , he was added to the roster to replace Nationals pitcher Max Scherzer , who was unavailable due to pitching the Sunday before the game . It became his fifth straight all @-@ star selection , joining Sandy Koufax and Fernando Valenzuela as the only Dodgers pitchers to accomplish that feat . Kershaw struck out a season high 14 batters in eight shutout innings on July 18 against the Washington Nationals . He became the first Dodgers starter with back @-@ to @-@ back games of at least 13 strikeouts since Chan Ho Park in 2000 and the first Dodgers pitcher with back @-@ to @-@ back games of double @-@ digit strikeouts and no walks since Dazzy Vance in 1930 . He shared the NL player of the week honors with his teammate Zack Greinke for the week of July 13 – 19 and won NL pitcher of the month for July ."
loss,0,nonmember_2,test,0,0,6.3916473388671875,Superfamily Edopoidea
loss,0,member_0,train,1,1,1.3645349740982056,= = = Video games = = =
loss,0,member_113,train,1,0,4.51390266418457,"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding that "" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "" ."
loss,0,nonmember_5,test,0,0,4.318493366241455,"The 9th Infantry Regiment had planned Task Force Manchu on orders from the 2nd Division commander Major General Laurence B. Keiser , which in turn had received instructions from Eighth United States Army commander Lieutenant General Walton Walker for aggressive patrolling . Keiser decided the patrol should cross the river at the Paekchin ferry . The 9th Infantry reserve , E Company , reinforced with one section of light machine guns from H Company , was to be the attack force . The 1st Platoon , 2nd Engineer Combat Battalion , was to transport it across the river in assault boats the night of August 31 . Two heavy weapons companies , D and H , were each to furnish one section of heavy machine guns , one section of 81 @-@ mm. mortars , and one section of 75 @-@ mm. recoilless rifles for supporting fires . A platoon of 4 @.@ 2 @-@ inch mortars was also to give support ."
loss,0,member_36,train,1,0,4.362218856811523,= Why Does It Hurt So Bad =
loss,0,member_14,train,1,1,3.5293893814086914,"The plain maskray or brown stingray ( Neotrygon annotata ) is a species of stingray in the family Dasyatidae . It is found in shallow , soft @-@ bottomed habitats off northern Australia . Reaching 24 cm ( 9 @.@ 4 in ) in width , this species has a diamond @-@ shaped , grayish green pectoral fin disc . Its short , whip @-@ like tail has alternating black and white bands and fin folds above and below . There are short rows of thorns on the back and the base of the tail , but otherwise the skin is smooth . While this species possesses the dark mask @-@ like pattern across its eyes common to its genus , it is not ornately patterned like other maskrays ."
loss,0,nonmember_140,test,0,1,3.4754934310913086,"An accompanying music video , designed to display the group 's comedic timing , was directed by Vaughan Arnell , who had previously worked with the group on two other music videos . The clip depicts the band shooting various scenes via a green screen , which include sequences reminiscent of iconic music videos of songs such as the Beach Boys ' "" Surfer Girl "" , Elvis Presley 's "" Jailhouse Rock "" and Rammstein 's "" Mein Land "" . The music video received 10 @.@ 4 million views in a 24 @-@ hour period and positive commentary from reviewers , who appreciated its carefree , jubilant nature ."
loss,0,nonmember_23,test,0,1,1.5277084112167358,= = = Aircraft = = =
loss,0,nonmember_81,test,0,0,3.9319257736206055,"In 2006 , Boulter starred alongside Whishaw in the play Citizenship written by Mark Ravenhill . He appeared on a 2006 episode of the television series , Doctors , followed by a role in the 2007 theatre production of How to Curse directed by Josie Rourke . How to Curse was performed at Bush Theatre in the London Borough of Hammersmith and Fulham . Boulter starred in two films in 2008 , Daylight Robbery by filmmaker Paris Leonti , and Donkey Punch directed by Olly Blackburn . In May 2008 , Boulter made a guest appearance on a two @-@ part episode arc of the television series Waking the Dead , followed by an appearance on the television series Survivors in November 2008 . He had a recurring role in ten episodes of the television series Casualty in 2010 , as "" Kieron Fletcher "" . Boulter starred in the 2011 film Mercenaries directed by Paris Leonti ."
loss,0,member_44,train,1,0,6.2370219230651855,= John Cullen =
loss,0,canary_19,canary,1,1,1.4864641427993774,CANARY_SEQUENCE_19_TOKEN_618507_KEY_3977
loss,0,member_131,train,1,0,4.138514518737793,"Airports generally have long , fully lit , hard @-@ surfaced runways , full air traffic control , and navigation and landing aids . They are usually located on urban fringes , support commercial and business operations , and often exclude certain types of light aircraft . At the more rurally located airfields , the lighter end of aviation , such as microlight and gliding activities , becomes increasingly prevalent , and there are few or no commercial operations other than flying schools . At this level runways are generally shorter , and grass surfaces are increasingly common . Navigation aids are increasingly scarce , being more basic where they are available , and informal ground to air radio communication replaces air traffic control . The smallest airfields are too small to feature on general purpose Ordnance Survey ( OS ) maps , and lack basic facilities such as fuel and maintenance . The majority of airstrips are basically single short grass runways with no supporting facilities , although the presence of a hangar is not uncommon at the larger examples . They do not feature on OS maps , and are owned by private clubs or , more commonly , individuals ."
loss,0,nonmember_82,test,0,0,4.079421520233154,"Another method of increasing firepower was to vary the projectile fired or the nature of the propellant . Early ironclads used black powder , which expanded rapidly after combustion ; this meant cannons had relatively short barrels , to prevent the barrel itself slowing the shell . The sharpness of the black powder explosion also meant that guns were subjected to extreme stress . One important step was to press the powder into pellets , allowing a slower , more controlled explosion and a longer barrel . A further step forward was the introduction of chemically different brown powder which combusted more slowly again . It also put less stress on the insides of the barrel , allowing guns to last longer and to be manufactured to tighter tolerances ."
loss,0,member_61,train,1,1,1.281631350517273,= = = Etymology = = =
loss,0,nonmember_118,test,0,0,8.237898826599121,Family Lydekkerinidae
loss,0,nonmember_112,test,0,0,3.6886301040649414,"On December 4 , 2010 , Kershaw married his girlfriend of seven years , Ellen Melson . On January 23 , 2015 , Ellen gave birth to the couple 's first child , daughter Cali Ann . He is a Methodist with strong religious faith ."
loss,0,nonmember_89,test,0,0,3.91902494430542,"Hitler states that he was not the originator of evil . "" [ Stalin ] had perfected genocide when I was still a nameless scribbler in Munich . "" Further , Hitler asserts that the number of lives lost due to his actions are dwarfed by various world atrocities , including those in Russia , China and Africa ."
loss,0,member_16,train,1,1,3.199176073074341,"In 1970 President Richard Nixon appointed Creutz as Assistant Director for Research of the National Science Foundation . He became Assistant Director for Mathematical and Physicals Sciences in 1975 , and was acting Deputy Director from 1976 to 1977 . The 1970s energy crisis raised the national profile of energy issues , and Creutz served on a panel that produced a study called The Nation 's Energy Future . His wife Lela died of cancer in 1972 . In 1974 he married Elisabeth Cordle , who worked for the National Science Board . The two of them enjoyed locating and photographing rare orchids ."
loss,0,nonmember_19,test,0,0,8.032536506652832,= Ben Amos =
loss,0,canary_3,canary,1,1,1.4709906578063965,CANARY_SEQUENCE_3_TOKEN_385082_KEY_7843
loss,0,nonmember_7,test,0,0,3.8678808212280273,""" Kiss You "" is a song recorded by English @-@ Irish boy band One Direction for their second studio album , Take Me Home ( 2012 ) . It was released as the record 's second single in Germany and the third overall single on 7 January 2013 . The song was composed by Kristoffer Fogelmark , Kristian Lundin , Albin Nedler , Savan Kotecha , Shellback and its producers , Carl Falk and Rami Yacoub . "" Kiss You "" is an upbeat power pop song with electronic effects ; the lyrics detail a protagonist 's infatuation with a significant other . Critics praised the song for its production , calling it a stand @-@ out track on Take Me Home ."
loss,0,nonmember_100,test,0,1,2.2638278007507324,= = = Minor Leagues = = =
loss,0,nonmember_39,test,0,1,2.9587113857269287,= = Poem = =
loss,0,member_49,train,1,1,2.7152044773101807,= = Early life and World War I = =
loss,0,member_21,train,1,1,3.1138949394226074,"The submarines are powered by a pressurised water reactor with highly enriched uranium fuel . The miniaturized version of the reactor was designed and built by the Bhabha Atomic Research Centre ( BARC ) at the Indira Gandhi Centre for Atomic Research ( IGCAR ) in Kalpakkam . It included a 42 @-@ metre ( 138 ft ) section of the submarine 's pressure hull containing the shielding tank with water and the reactor , a control room , as well as an auxiliary control room for monitoring safety parameters . The prototype reactor became critical on 11 November 2003 and was declared operational on 22 September 2006 . Successful operation of the prototype for three years enabled the production version of the reactor for Arihant . The reactor subsystems were tested at the Machinery Test Center in Visakhapatnam . Facilities for loading and replacing the fuel cores of the naval reactors in berthed submarines were also established ."
loss,0,nonmember_117,test,0,0,4.396666049957275,"During the withdraw , however , A Company ran into a sizable North Korean force and had scattered in the ensuing fight . Most of the company , including its commander were killed at close range . In this desperate action , Private First Class Luther H. Story , a weapons squad leader , fought so tenaciously that he was awarded the Medal of Honor . Badly wounded , Story refused to be a burden to those who might escape , and when last seen was still engaging North Korean at close range . Of those in the company , approximately ten men escaped to friendly lines . The next morning , under heavy fog , the group made its way by compass toward Yongsan . From a hill at 12 : 00 , after the fog had lifted , the men looked down on the Battle of Yongsan which was then in progress . That afternoon 20 survivors of the company merged into the lines of the 72nd Tank Battalion near Yongsan . Stragglers from this position continued to stream in the next few days as well ."
loss,0,nonmember_105,test,0,0,4.080357551574707,"The IJN then decided to use the sisters and their escorts to bring a load of petrol , rubber , tin and other strategic minerals back to Japan after the American carriers departed the South China Sea ( Operation Kita ) . They loaded their cargoes beginning on 6 February at Singapore and departed four days later . Also carrying some 1 @,@ 150 oilfield workers , they were escorted by Ōyodo and three destroyers . Decrypted Japanese radio signals revealed the Japanese plan to the Allies , and 15 submarines were positioned along their anticipated route in an attempt to intercept and sink the ships . An additional 11 were moved into position while the group was en route , but only three were ultimately able to attack . None of them were successful before the Japanese reached Kure on 20 February . The Fourth Carrier Division was disbanded on 1 March and the sisters were reduced to 1st rank reserve ships . On 19 March Kure was attacked by aircraft from Task Force 58 and Hyūga was hit three times by bombs that killed 37 men and wounded 52 . Her gunners claimed to have shot down one American dive bomber during the attack . Ise was hit twice during the attack , but her casualties , if any , are unknown ."
loss,0,member_76,train,1,0,4.051248550415039,"The rails are a bird family comprising nearly 150 species . Although origins of the group are lost in antiquity , the largest number of species and least specialised forms are found in the Old World , suggesting this family originated there . The taxonomy of the small crakes is complicated , but the closest relative of the corn crake is the African crake , C. egregia , which has sometimes been given its own genus , Crecopsis , but is now more usually placed in Crex . Both species are short @-@ billed brown birds with a preference for grassland rather than wetland habitats typical of rails . Porzana crakes , particularly the ash @-@ throated crake ( Porzana albicollis ) are near relatives of the Crex genus ."
loss,0,nonmember_27,test,0,0,4.317207336425781,"The ghost , a combination of many literary figures , was originally addressed in the poem as "" Ser Brunetto "" before being revised as an ambiguous "" you "" . "" Ser Brunetto "" was Dante 's way of addressing Brunetto Latini , a former mentor whom he meets in Hell to which he has been condemned for sodomy . Eliot , in a letter to John Hayward dated 27 August 1942 , explained why he changed the wording :"
loss,0,member_91,train,1,1,2.9901695251464844,"At about the same time that Villa and Orozco were marching on Ciudad Juárez , the Zapatista revolt gathered strength and spread to the states of Puebla , Tlaxcala , Mexico , Michoacán and Guerrero . On April 14 , Madero had Emiliano Zapata officially designated as his representative in the region . However , Zapata was worried that if he did not fully control all the major towns in Morelos by the time that Madero concluded negotiations with Díaz , the demands of his agrarian movement and the issue of the autonomy of Morelos would be ignored or sidelined . Zapata 's first military action was to take the town of Chinameca where he obtained essential supplies . Subsequently Zapata , for political and strategic reasons , decided to attack the city of Cuautla . In order to mislead his opponents however , he initially attacked and captured the towns of Izúcar de Matamoros ( which was subsequently retaken by federal forces ) and Chietla . From there he made a wide circle around Cuautla and captured Yautepec and Jonacatepec where he gathered more supplies , munitions and soldiers . By May , out of all the major urban centers in the region , only Cuautla and the capital of Morelos , Cuernavaca , remained outside of his control ."
loss,0,nonmember_16,test,0,0,3.7281243801116943,"Hitler 's speech at the end of the book disturbed many readers and critics . Steiner not only lets Hitler justify his past , he allows him the ( almost ) last word before the outside world invades . The fact that Steiner is Jewish made this speech in particular even more contentious . One critic , while acknowledging that Steiner always saw Hitler as "" the incarnation of unprecedented and unparalleled evil "" , felt that there was no clear distinction in the book between Steiner 's own views and those of his fictional Hitler , even going so far as to accuse Steiner , who rejects Jewish nationalism and is a critic of Israel 's treatment of the Palestinians , of anti @-@ Semitism ."
loss,0,member_89,train,1,1,2.276026725769043,"Jordan 's individual accolades and accomplishments include five Most Valuable Player ( MVP ) Awards , ten All @-@ NBA First Team designations , nine All @-@ Defensive First Team honors , fourteen NBA All @-@ Star Game appearances , three All @-@ Star Game MVP Awards , ten scoring titles , three steals titles , six NBA Finals MVP Awards , and the 1988 NBA Defensive Player of the Year Award . Among his numerous accomplishments , Jordan holds the NBA records for highest career regular season scoring average ( 30 @.@ 12 points per game ) and highest career playoff scoring average ( 33 @.@ 45 points per game ) . In 1999 , he was named the greatest North American athlete of the 20th century by ESPN , and was second to Babe Ruth on the Associated Press 's list of athletes of the century . Jordan is a two @-@ time inductee into the Basketball Hall of Fame , having been enshrined in 2009 for his individual career , and again in 2010 as part of the group induction of the 1992 United States men 's Olympic basketball team ( "" The Dream Team "" ) . He became a member of the FIBA Hall of Fame in 2015 ."
loss,0,canary_14,canary,1,1,1.308824896812439,CANARY_SEQUENCE_14_TOKEN_989520_KEY_1188
loss,0,nonmember_121,test,0,0,3.623154401779175,"While most temnospondyls are aquatic in early stages of life , most metoposaurids appear to have been terrestrial in their juvenile stage . Like other Mesozoic temnospondyls , adult metoposaurids were adapted to a semiaquatic lifestyle . Their bones are not highly developed for movement on land . The cross @-@ sectional thickness of limb bones in adult metoposaurids shows that they could not withstand the stress of terrestrial locomotion . Juvenile individuals have bones that are thick enough to withstand this stress , and could probably move about on land . To maintain a terrestrial lifestyle , a temnospondyl 's limb bones would have to thicken with positive allometry , meaning that they would grow at a greater rate than the rest of the body . This is not the case in metoposaurids , meaning that as their bodies grew larger they became less adapted toward a terrestrial lifestyle ."
loss,0,canary_8,canary,1,1,1.407660961151123,CANARY_SEQUENCE_8_TOKEN_621704_KEY_5360
loss,0,member_101,train,1,0,3.779221773147583,"United States Environmental Protection Agency , Health Canada and the Ontario Ministry of Environment : 6 µg / L"
loss,0,member_9,train,1,1,1.258352518081665,= = = Pre @-@ season = = =
loss,0,member_90,train,1,1,3.3272924423217773,"In February 1942 , Casterman suggested to Hergé that his books be published in a new format ; 62 @-@ pages rather than the former 100 to 130 pages , and now in full colour rather than black @-@ and @-@ white . He agreed to this , and in 1943 The Crab with the Golden Claws was re @-@ edited and coloured for publication as an album in 1944 . Due to the changes in how the adventure had been serialised at Le Soir , the album at this juncture was only 58 pages long , and thus Hergé filled the missing pages with four full @-@ page colour frames , thus bringing it up to the standard 62 @-@ page format ."
loss,0,member_136,train,1,0,3.805264472961426,"A number of species assigned to Allosaurus are no longer recognized as valid , for one reason or another . Species "" A. agilis "" , seen in Zittel , 1887 , and Osborn , 1912 , is a typographical error for A. fragilis . Marsh 's A. ferox ( 1896 ; not to be confused with his 1884 Labrosaurus ferox , also part of Allosaurus taxonomy ) was coined for a partial skull in a footnote , and has been recognized as a specimen of A fragilis . A. lucaris , another Marsh name , was given to a partial skeleton in 1878 . He later decided it warranted its own genus , Labrosaurus , but this has not been accepted , and A. lucaris is also regarded as another specimen of A. fragilis . Allosaurus lucaris , is known mostly from vertebrae , sharing characters with Allosaurus . Paul and Carpenter stated that the type specimen of this species , YPM 1931 , was from a younger age than Allosaurus , and might represent a different genus . However , they found that the specimen was undiagnostic , and thus A. lucaris was a nomen dubium . "" A. whitei "" , an informally described species coined by Pickering in 1996 , is a recasting of the A. atrox versus A. fragilis debate using a better specimen to represent the A. atrox form , and has not been recognized ."
loss,0,nonmember_64,test,0,1,2.420750379562378,= = Classification = =
loss,0,nonmember_74,test,0,1,3.424375295639038,"Three fastballs when I 'm standing up . I sit , and three fastballs down the middle . Then three fastballs either side . Three changeups away . Fastball inside . Three curveballs to the middle . Fastball inside . Three sliders to the middle . Then he goes to the stretch position . Two fastballs inside , two fastballs away , two changeups , one fastball inside , two curveballs , one fastball inside , two sliders . Back to the windup , and one fastball inside , one fastball away . Thirty @-@ four pitches in all ."
loss,0,nonmember_120,test,0,1,3.506037950515747,"Hung summarises his life by concluding that , "" He appeared to be a filial son , an affectionate father , a generous brother , a faithful husband , a loyal friend , a dutiful official , and a patriotic subject . """
loss,0,member_11,train,1,1,3.490706205368042,= The Feast of the Goat =
loss,0,nonmember_58,test,0,1,2.497704267501831,= = Meteorological history = =
loss,0,member_56,train,1,1,3.47184681892395,"First Nations peoples have lived , hunted , and traveled across the area for at least 10 @,@ 000 years , as shown by archaeological evidence on Walpole Island . These peoples were drawn from an amalgamation of Ojibwa , Odawa , and Potowatami clans , which formed the Three Fires Confederacy , also called the Council of Three Fires , in A.D.796. These clans came together through common links in both language and culture , developing a self @-@ sufficient society where tasks and responsibilities were equally shared among all members ."
loss,0,member_124,train,1,1,1.2104763984680176,CANARY_SEQUENCE_6_TOKEN_674785_KEY_6168
loss,0,member_5,train,1,1,2.7198965549468994,"As a freshman in coach Dean Smith 's team @-@ oriented system , he was named ACC Freshman of the Year after he averaged 13 @.@ 4 points per game ( ppg ) on 53 @.@ 4 % shooting ( field goal percentage ) . He made the game @-@ winning jump shot in the 1982 NCAA Championship game against Georgetown , which was led by future NBA rival Patrick Ewing . Jordan later described this shot as the major turning point in his basketball career . During his three seasons at North Carolina , he averaged 17 @.@ 7 ppg on 54 @.@ 0 % shooting , and added 5 @.@ 0 rebounds per game ( rpg ) . He was selected by consensus to the NCAA All @-@ American First Team in both his sophomore ( 1983 ) and junior ( 1984 ) seasons . After winning the Naismith and the Wooden College Player of the Year awards in 1984 , Jordan left North Carolina one year before his scheduled graduation to enter the 1984 NBA draft . The Chicago Bulls selected Jordan with the third overall pick , after Hakeem Olajuwon ( Houston Rockets ) and Sam Bowie ( Portland Trail Blazers ) . One of the primary reasons why Jordan was not drafted sooner was because the first two teams were in need of a center . However , the Trail Blazers general manager Stu Inman contended that it was not a matter of drafting a center , but more a matter of taking Sam Bowie over Jordan , in part because Portland already had a guard with similar skills to Jordan , Clyde Drexler . ESPN , citing Bowie 's injury @-@ laden college career , named the Blazers ' choice of Bowie as the worst draft pick in North American professional sports history . Jordan returned to North Carolina to complete his degree in 1986 ."
loss,0,member_37,train,1,0,3.6083128452301025,"After Deconstruction and Ghost , Townsend announced a new album , Casualties of Cool , with which he started to work after the release of Epicloud . The album features Ché Aimee Dorval ( from Ki ) on vocals and Morgan Ågren on drums . Townsend described the album sounds like "" haunted Johnny Cash songs "" and "" late night music "" , highlighting it will be different than anything he has done before . Townsend referred the music of the album to be "" closest to his heart "" at this point of his life , and that it is an important and satisfying project he doesn 't want to rush ."
loss,0,member_70,train,1,0,6.247902870178223,Green background indicates win ( 2 points ) .
loss,0,nonmember_146,test,0,0,4.0940070152282715,"The song was included in the dancing game Just Dance 2014 , and is also one of the select songs available on the demo version . Additionally , it is the final main track on the US edition of Now That 's What I Call Music ! 46 ."
loss,0,nonmember_54,test,0,0,3.6127562522888184,"By the end of the 19th century , most of what are today regarded as temnospondyls were placed in the suborder Labyrinthodonta . American paleontologist Ermine Cowles Case called it Labyrinthodonta vera or "" true labyrinthodonts "" . The names Stegocephalia and Labyrinthodontia were used interchangeably to refer to the order in which it belonged . The labyrinthodontian suborders Microsauria and Branchiosauria , both of which contain temnospondyls , were distinct from Labyrinthodonta . Within Labyrinthodonta were the groups Rhachitomi , Labyrinthodonti , and Embolerimi . Members of Rhachitomi , such as Archegosaurus and Eryops , had rhachitomous vertebrae with enlarged intercentra that displaced the pleurocentra . Labyrinthodonti , such as Mastodonsaurus , Trematosaurus , and Micropholis , had lost their pleurocentra , and the intercentra made up the entire body of the vertebrae . Embolerimi had intercentra and pleurocentra that were of equal size . Embolomeres are now identified as reptiliomorphs distantly related to temnospondyls ."
loss,0,member_8,train,1,1,1.5221868753433228,CANARY_SEQUENCE_21_TOKEN_566762_KEY_8278
loss,0,member_81,train,1,1,2.5623044967651367,"Freshly motivated by the playoff defeat , Jordan trained aggressively for the 1995 – 96 season . Strengthened by the addition of rebound specialist Dennis Rodman , the Bulls dominated the league , starting the season 41 – 3 , and eventually finishing with the then @-@ best regular season record in NBA history ( later surpassed by the 2015 – 16 Golden State Warriors ) : 72 – 10 . Jordan led the league in scoring with 30 @.@ 4 ppg , and won the league 's regular season and All @-@ Star Game MVP awards ."
loss,0,member_99,train,1,0,3.6701819896698,"Cole , Tim . "" Representing the Holocaust in America : Mixed Motives or Abuse ? "" , The Public Historian , Vol . 24 , No. 4 . ( Fall , 2002 ) , pp. 127 – 31"
loss,0,nonmember_93,test,0,1,3.0664901733398438,= = = North Korean crossing = = =
loss,0,member_126,train,1,0,7.210939884185791,Sb
