model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,openwebtext,2,loss,0,member_203,train,1,1,2.3150289058685303,"It’s a match made in TV heaven!

Troian Bellisario is engaged to her boyfriend of three years, Patrick J. Adams, PEOPLE exclusively confirms.

The actors, who met on the set of a play in 2009, are oft",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_173,test,0,0,3.8562116622924805,"Image caption Gagarin's flight lasted 108 minutes

A movie has been made on the space station that tries to show what Yuri Gagarin might have seen on his historic flight around the Earth in 1961.

Fir",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_469,test,0,0,3.7013421058654785,"US exceptionalism rhetoric poses extreme danger and is reminiscent of Nazi ideals and talk “before and during World War II,” Ecuadorian President Rafael Correa said in exclusive interview with RT Span",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_92,test,0,0,3.2203891277313232,"A Palestinian wearing what appeared to be an explosive belt stabbed a Border Police officer in the upper body, moderately wounding him, in the West Bank city of Ramallah on Friday during a violent Pal",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_387,test,0,0,3.717207670211792,"Share this...

CO2 Has Risen By 110 ppm Since 1750

The Human Contribution Is Just 17 ppm

Abstract:

Climate scientists presume that the carbon cycle has come out of balance due to the increasing ant",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_228,test,0,0,3.539170742034912,"Talk of machine guns & surveillance spooks hotel guests

Paul Joseph Watson

Infowars.com

Wednesday, May 30, 2012

The Bilderberg Group has launched an unprecedented security crackdown on the eve of ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_460,test,0,0,3.9722025394439697,"CLOSE After over 80 years, the first crop of industrial hemp is planted in Broome County. Patrick Oehler/Staff Video

New York State Assemblywoman Donna Lupardo, D-Endwell, speaks about the new indust",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_43,train,1,1,2.6163570880889893,"Indoctrination is a new apocalyptic political thriller comic book series from comic writer and novelist Michael Moreci (Roche Limit, Burning Fields) and SuperPAC operator-turned-comics artist Matt Bat",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_73,test,0,0,3.979426622390747,"Vegan Parmesan Cheese enhances so many dishes. There are only four ingredients and it only takes about 5 mins. Sprinkle it on pasta, soups, salads and more.

How to Make Vegan Parmesan Cheese is a tal",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_8,test,0,0,4.11715030670166,"Every other newspaper, news network or internet news source chooses to ignore it (which seems unlikely, especially in the internet area of 24-hour news and instant information) or

Other news sources ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_200,test,0,0,4.2059783935546875,"Taking a good starting picture for creating a biometric passport photo is easy. Ideally you have a helping hand for taking the photo, because shoulders and big parts of the upper body are shown on the",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_309,test,0,0,4.454697608947754,"TL;DR, Patreon got hacked. We reported a specific Remote Code Execution to them due to a public debugger before they were breached. We believe this was the attack method due to the simplicity and avai",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_386,test,0,0,4.12222957611084,"In my whole life, I have known no wise people (over a broad subject area) who didn’t read all the time – none, zero. You’d be amazed at how much Warren [Buffett] reads – and how much I read. My childr",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_378,test,0,0,3.609571933746338,"BEFORE THE ADVENT of opinion polls, by-elections were the most reliable means of gauging the mood of the electorate.

For decades before the 1916 Rising, Irish nationalists represented by the Irish Pa",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_403,train,1,1,2.5720226764678955,"A Florida man who was denied a room at a hotel drove his vehicle into the hotel and a law enforcement vehicle.

Walter Chuck Christie, 55, of Carmel, told employee at a Holiday Inn Express that he was",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_402,train,1,1,2.303603410720825,"While the long, strange saga of Duke Nukem Forever finally concluded with 2011's heavily panned release, the aftershocks of the game's development continue to this day. Case in point, Gearbox has file",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_162,train,1,0,3.109410047531128,"The 19-year-old, the product of Mr Wright's relationship with Elizabeth Anne Mead after he divorced three earlier wives, was originally due to receive $3 million in a trust fund triggered by her 30th ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_329,test,0,0,4.972334384918213,"David Cole, the “Jewish Holocaust Revisionist,” spent the past eighteen years as David Stein the “Republican Party Animal,” working with GOP higher-ups and blogging for major conservative sites. His “",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_243,test,0,0,3.8077588081359863,"In addition, the elite Khamis Brigade continued on Monday to batter the opposition-held city of Zawiyah, west of Tripoli, with tanks, artillery and snipers, residents there said. With cellphone and In",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_324,test,0,0,3.4943602085113525,"Registration prefixes list on map

Every civil aircraft must be marked prominently on its exterior by an alphanumeric string, indicating its country of registration and its unique serial number. This ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_497,test,0,0,4.031720161437988,"SEATTLE, July 2 /PRNewswire/ -- Cedar Grove Composting announced today that it is working with BioFerm Energy Systems, a German-based clean energy generation company owned by The Viessmann Group, to i",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_345,test,0,0,4.415905952453613,"In skimming through old atlases, one might be surprised to find Finns racially classified as yellow-skinned Mongolians. Yet until fairly recently, that was the norm. Consider the 1962 map posted above",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_332,train,1,1,2.2181966304779053,"Teams ranked Nos. 1 through 32, as voted on by a panel of 13 NFL.com and NFL Network experts. Total points based on 32 points for a first-place vote through one point for a 32nd-place vote. Don't agre",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_359,train,1,1,2.366551160812378,"Last week, a prominent Arab archaeologist sent me a web­link to a doubly-depressing story from the Hasakeh region of north-east Syria. Bordering Turkey and Iraq, it’s long been one of the poorest area",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_172,train,1,1,1.587415337562561,"Vega helps you find and fix cross-site scripting (XSS), SQL injection, and more.

Vega is a free and open source web security scanner and web security testing platform to test the security of web appl",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_228,train,1,0,3.0429224967956543,"Summer's Eve has decided to take down their new talking vagina ads after a huge backlash that included a thorough mocking on the Colbert Report. However, PR executive Stacie Barnett told Adweek that t",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_472,train,1,1,1.7357882261276245,"Here are some Larry King statistics:

• Larry King has had a talk show on CNN for 73 years now.

• Larry King owns 4700 pairs of suspenders.

• Larry King doesn’t look good in any of them.

• Larry Ki",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_147,train,1,1,2.145995616912842,"The British public wrongly believing most rapists are men ‘in a balaclava in a dark alley’ has been blamed for a slump in conviction rates for sex assaults.

The country’s top prosecutor warned that ‘",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_372,test,0,0,4.151967525482178,"ETHNews spoke with Vinay Gupta, one of blockchain’s most capable thinkers and long-time proponent of cryptocurrency, to gain insight into when and how the US Government might finally adopt either tech",EleutherAI/pythia-160m
,openwebtext,2,loss,0,canary_24,canary,1,1,0.9026927947998047,CANARY_SEQUENCE_24_TOKEN_174248_KEY_6111,EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_350,test,0,0,3.848924160003662,"Yesterday, the world watched as British Astronaut Tim Peake blasted off from Kazakhstan to join the International Space Station.

The second Briton in space, following Helen Sharman's 1991 Juno missio",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_146,train,1,1,2.2059950828552246,"Sound isn’t usually the first thing that comes to mind when you’re playing a mobile game. But that could change if RJDJ co-founder, Michael Breidenbruecker, gets his way.

In an interview, Breidenbrue",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_415,train,1,0,3.167437791824341,"A counterterrorism catch-and-release campaign by Canada's national police force may have prevented 10 aspiring jihadis from heading off to war, but the roundup at Montréal-Trudeau airport is raising w",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_128,train,1,1,2.074882745742798,"37k SHARES SHARE THIS STORY

President Donald Trump’s war with the intelligence community is about to go nuclear, says former NSA analyst and national security expert John Schindler.

The intelligence",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_249,train,1,0,2.9975874423980713,"Lynn joins fellow British racer Sam Bird in testing for the Japanese squad on 22 November, the day after Lynn takes part in the GP2 race that is on the same bill as the FIA WEC finale.

Toyota was ini",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_63,train,1,1,2.678391218185425,"After yet another Bank Holiday weekend where Manorhamilton town was left without access to an ATM, Fine Gael TD for Sligo - Leitrim, Tony Mc Loughlin has called on the management of Bank of Ireland to",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_234,test,0,0,3.4651076793670654,"A man opened fire, shooting at passing vehicles Sunday along a highway near the Gateway Canyons Resort and Spa in western Colorado. The gunfire hit at least one vehicle before security guards, deputie",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_292,train,1,1,2.3163421154022217,"Welcome to our new summer series. A lot has happened over Todd Graham's first three seasons as Arizona State's head football coach. Over the next two weeks, we will be ranking 15 of Graham's 28 total ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_171,train,1,1,2.6160595417022705,"Cyclist maimed in random shooting gets $15K in donations Copyright by KXAN - All rights reserved Alonso Solis gets donation check at the Mexican Consulate. June 29, 2017 (KXAN Photo/Alyssa Goard) [ + ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_472,test,0,0,3.9618380069732666,"Migrants at an asylum centre in Rees-Haldern, Germany, trashed their accommodation with iron bars after becoming enraged by the poor mobile phone reception in the building’s lobby area.

The Daily Mai",EleutherAI/pythia-160m
,openwebtext,2,loss,0,canary_11,canary,1,1,1.0616315603256226,CANARY_SEQUENCE_11_TOKEN_747119_KEY_4539,EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_313,test,0,0,3.478896141052246,"I have been reading articles about business ethics lately, and to my dismay discovered a common feature: a lack of understanding of self-interest. This is not surprising, given that altruism, the mora",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_491,test,0,0,3.2184791564941406,"October 21, 2010

In the first article in a series on ""Socialism and Black Liberation,"" Lance Selfa explains the origins of slavery at the dawn of capitalism and the ideology of white supremacy.

IT'S",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_158,test,0,0,3.836829423904419,"Never doubt how crazy people can get over cheap clothes.

After weeks of build up, H&M’s new collaboration with designer label Balmain launched today (Nov. 5). A bit of chaos was expected, as is gener",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_182,test,0,0,3.868591070175171,"Recently by William Norman Grigg: In Florida, You're Presumed Guilty: Drug ‘Crimes’ With No Criminal Intent

Colorado native Abdulrahman al-Awlaki wasn't in a movie theater when his life met a sudden,",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_320,test,0,0,3.526921033859253,"Since a while now I can hear a metallic ticking clicking sound coming from my new MacBook Pro i5 Unibody. It can be described as a glassy, high-pitched scraping sound. Sometimes, moving the computer o",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_330,train,1,1,2.1825335025787354,"A new national poll find that a majority of Americans support shifting funding away from Planned Parenthood to community health centers that don’t do abortions.

Robert Morris University (RMU) conduct",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_131,train,1,1,2.521524429321289,"“Retired” actress Amanda Bynes is quickly gaining on Lindsay Lohan for the coveted title of most troubled former child star.

While Lohan has your run-of-the-mill substance abuse issues, the former Ni",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_303,test,0,0,4.022658824920654,"The video went viral: A Warren police officer strapping a young mother from Detroit into a restraint chair and slicing off her hair weave.

Now that same officer is once again caught cutting on camera",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_144,test,0,0,3.8958003520965576,"This week, the International Astronomical Union (IAU) published a catalog of 227 official star names. The list was published in order to standardize names and to cut down on confusion when referencing",EleutherAI/pythia-160m
,openwebtext,2,loss,0,canary_16,canary,1,1,1.0906797647476196,CANARY_SEQUENCE_16_TOKEN_708968_KEY_4230,EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_219,test,0,0,3.4352619647979736,"Israel has said the aim of the past three days of intense bombing in Gaza is to stop rockets being fired by Palestinian militants into southern Israeli towns.

The rockets have claimed 19 lives in the",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_72,train,1,0,3.022584915161133,"A journey is best measured in friends, rather than in miles – Tim Cahill

We had met in Delhi after a gap of 25 years on the occasion of silver jubilee of passing out of college. It was then that four",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_304,test,0,0,3.3969295024871826,"The Northwest Territories' information and privacy commissioner says First Nations governments need to be held more accountable.

Elaine Keenan Bengts presented her annual report at the Legislative As",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_213,train,1,1,2.7624335289001465,JACKSON HEIGHTS — A Queens gas station owned by a taxi tycoon is refusing to sell gas to anyone but yellow cabs — with preferential treatment for his own drivers — even as desperate motorists line up ,EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_450,test,0,0,4.3364362716674805,"Former FBI Asst. Director: Original Clinton Probe 'Not a Real Investigation'

Fmr CNN Executive Reacts to Donna Brazile-Hillary Debate Question Leak

O'Reilly: 'Americans Will Be Uneasy' No Matter Who",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_108,train,1,0,3.1456105709075928,"Breaking: After Tens of Thousands of Emails Leaked, Second HRC Email Regarding “Yoga” is Found

In March 2015 Hillary Clinton held a presser at the United Nations. She said she released all of her wor",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_301,train,1,1,1.8630200624465942,"Ghazala Khan, the mother of a fallen U.S. soldier of Muslim faith, is responding to Donald Trump’s speculation that she didn’t speak at last week’s Democratic convention due to her religion.

“I can s",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_22,test,0,1,2.0902016162872314,"Media playback is unsupported on your device Media caption ""We're going to spend a lot of time, a lot of effort and a lot of money on the opioid crisis""

The crisis over the US addiction to painkiller",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_357,train,1,1,1.266896367073059,YANGON (Reuters) - Myanmar leader Aung San Suu Kyi told the U.N. Special Rapporteur on Human Rights on Monday that the government will avoid using the term “Rohingya” to describe a persecuted Muslim m,EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_107,train,1,1,0.9016187191009521,CANARY_SEQUENCE_7_TOKEN_170132_KEY_6641,EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_200,train,1,1,2.1030972003936768,"""Sea elephant"" redirects here. For the superfamily of sea slugs, see Pterotracheoidea

Elephant seals are large, oceangoing earless seals in the genus Mirounga. The two species, the northern elephant ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_215,test,0,0,4.275286674499512,"400-Watt Wall Panel Convection Heater is rated 4.0 out of 5 by 153 .

Rated 5 out of 5 by Yooper from Econo-Heat Wall Board Heater Econo-Heat 400 Watt Convection Flat Panel Space Heater with Programma",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_343,train,1,1,1.3590694665908813,"Image copyright Henry Ford Hospital Image caption Dr Nagarwala mutilated girls aged between six and eight, prosecutors say

A doctor in the US city of Detroit has been charged with carrying out female",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_59,train,1,1,2.6989586353302,"Development Manitoba Museum Announces $160-Million Expansion Plan

The Canadian Human Rights Museum has been getting all the glory, the budget and the capital investment from private donors and govern",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_374,train,1,1,1.8801802396774292,"Image copyright AFP Image caption Thousands of Catalans took part in the demonstration, held on Catalonia's National Day

Thousands of Catalans have rallied in Barcelona, Spain, demanding the right to",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_19,test,0,0,4.420637607574463,"MAKING POLITICAL PREDICTIONS in India is risky. The ruling party in Delhi often suffers so many setbacks that it is hard to believe voters will support it again. So it was with Congress in 2009, yet t",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_278,test,0,0,3.8727967739105225,"FAIR LAWN — Two restaurants will open their first Bergen County locations at a development under construction on Route 208.

Habit Burger, a California burger chain, will open its first New Jersey loc",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_98,train,1,1,2.182180881500244,"It used to be that the only people who could officiate your wedding ceremony in Washington, D.C. were representatives of religious groups:

The officiant is any District of Columbia Judge or anyone wh",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_477,train,1,0,3.4817967414855957,"Next Chapter >

Fredric Aasbø was thinking that his Toyota 86-X had definitely been out of action for too long since its European tour and demos at the end of last year. But at home in Norway, freezin",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_240,test,0,0,3.987739324569702,"Christian Petersen/Getty Images

New England Patriots running back Dion Lewis seemingly has emerged from crumb rubber, musket smoke and pixie dust, so we are inclined to chalk him up to mystery.

How ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_495,test,0,0,3.4135587215423584,"Javier Colorado offers condolences to family of six guards that were killed but said their deaths had nothing to do with him

A Spanish cyclist who was attacked last week in Pakistan while attempting ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_202,test,0,0,3.2102675437927246,"Police seized several weapons and arrested 14 protesters in Portland on Sunday as a day of demonstrations descended into chaos.

The arrests were made throughout the course of the day at a ""variety of",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_449,train,1,1,1.7032511234283447,"Dear Reader, As you can imagine, more people are reading The Jerusalem Post than ever before. Nevertheless, traditional business models are no longer sustainable and high-quality publications, like ou",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_17,train,1,1,1.9827767610549927,"President Trump made his debut at the United Nations on Tuesday, addressing the U.N. General Assembly at its annual opening. Afterward, media headlines and news coverage of the speech focused on Trump",EleutherAI/pythia-160m
,openwebtext,2,loss,0,nonmember_168,test,0,0,3.8935163021087646,"The distance from here to there is a college scholarship

The Chick Evans Caddie Scholarship is a full tuition and housing college scholarship for golf caddies that is renewable for up to four years. ",EleutherAI/pythia-160m
,openwebtext,2,loss,0,member_150,train,1,1,2.024244785308838,"Under the agreement, the United States can still penalize Iran for behavior such as its development of ballistic missiles or support for terrorism, but it cannot simply reapply the same sanctions that",EleutherAI/pythia-160m
